INCIDENT_TYPE,MONTH,YEAR,HUNDRED_BLOCK
Shoplifting,8,2014,15300 24TH AVE     
Theft of Motor Vehicle,8,2014,13400 OLD YALE RD    
Shoplifting,8,2014,14600 104TH AVE     
Theft from Motor Vehicle,8,2014,3600 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,9600 134TH ST     
Theft from Motor Vehicle,8,2014,14900 99A AVE     
Theft from Motor Vehicle,8,2014,4600 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,19100 69TH AVE     
Theft of Motor Vehicle,8,2014,2900 KING GEORGE BLVD    
Break and Enter - Business,8,2014,13400 KING GEORGE BLVD    
Fatal/Injury Collision,8,2014,7500 128TH ST     
Break and Enter - Business,8,2014,13400 KING GEORGE BLVD    
Theft of Motor Vehicle,8,2014,9800 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,7700 164TH ST     
Theft from Motor Vehicle,8,2014,10800 163RD ST     
Break and Enter - Business,8,2014,11400 BRIDGEVIEW DR     
Theft of Motor Vehicle,8,2014,13400 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,7100 120TH ST     
Shoplifting,8,2014,10300 152ND ST     
Theft from Motor Vehicle,8,2014,16500 FRASER HWY     
Shoplifting,8,2014,10300 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,12400 88TH AVE     
Theft of Motor Vehicle,8,2014,7500 KING GEORGE BLVD    
Theft of Motor Vehicle,8,2014,12500 97TH AVE     
Theft of Motor Vehicle,8,2014,13600 100TH AVE     
Theft of Motor Vehicle,8,2014,19400 66A AVE     
Theft of Motor Vehicle,8,2014,7100 120TH ST     
Break and Enter - Residence,8,2014,14800 101A AVE     
Break and Enter - Residence,8,2014,16400 12TH AVE     
Shoplifting,8,2014,7300 KING GEORGE BLVD    
Theft of Motor Vehicle,8,2014,8200 150TH ST     
Theft from Motor Vehicle,8,2014,8600 159TH ST     
Theft from Motor Vehicle,8,2014,12500 110TH AVE     
Shoplifting,8,2014,9400 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,5400 127TH ST     
Theft from Motor Vehicle,8,2014,6300 135A ST     
Shoplifting,8,2014,8900 152ND ST     
Theft from Motor Vehicle,8,2014,13800 115TH AVE     
Theft from Motor Vehicle,8,2014,3600 KING GEORGE BLVD    
Theft of Motor Vehicle,8,2014,15100 16TH AVE     
Break and Enter - Residence,8,2014,12100 80TH AVE     
Theft from Motor Vehicle,8,2014,17400 64A AVE     
Fatal/Injury Collision,8,2014,2300 160TH ST     
Shoplifting,8,2014,1600 152ND ST     
Theft from Motor Vehicle,8,2014,5800 177B ST     
Shoplifting,8,2014,10300 152ND ST     
Theft of Motor Vehicle,8,2014,9900 121ST ST     
Theft from Motor Vehicle,8,2014,6700 144B ST     
Theft from Motor Vehicle,8,2014,12500 110TH AVE     
Theft of Motor Vehicle,8,2014,13700 107A AVE     
Theft of Motor Vehicle,8,2014,15300 105TH AVE     
Theft from Motor Vehicle,8,2014,3600 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,3600 KING GEORGE BLVD    
Break and Enter - Business,8,2014,9100 KING GEORGE BLVD    
Theft of Motor Vehicle,8,2014,10300 152ND ST     
Shoplifting,8,2014,7300 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,14400 18A AVE     
Break and Enter - Residence,8,2014,10400 138A ST     
Fatal/Injury Collision,8,2014,15700 MCBETH RD     
Theft from Motor Vehicle,8,2014,12900 109TH AVE     
Theft from Motor Vehicle,8,2014,5900 KING GEORGE BLVD    
Shoplifting,8,2014,10400 152ND ST     
Shoplifting,8,2014,10700 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,3000 152ND ST     
Shoplifting,8,2014,10300 152ND ST     
Break and Enter - Residence,8,2014,7200 149A ST     
Fatal/Injury Collision,8,2014,10300 152ND ST     
Theft from Motor Vehicle,8,2014,14900 KEW DR     
Theft of Motor Vehicle,8,2014,7200 137TH ST     
Theft from Motor Vehicle,8,2014,7600 145TH ST     
Shoplifting,8,2014,14600 104TH AVE     
Fatal/Injury Collision,8,2014,7700 127TH ST     
Theft from Motor Vehicle,8,2014,10200 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,1800 152ND ST     
Theft of Motor Vehicle,8,2014,10100 KING GEORGE BLVD    
Shoplifting,8,2014,13200 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,9800 151ST ST     
Shoplifting,8,2014,10100 KING GEORGE BLVD    
Shoplifting,8,2014,16000 24TH AVE     
Break and Enter - Residence,8,2014,16300 112TH AVE     
Theft from Motor Vehicle,8,2014,6200 128A ST     
Shoplifting,8,2014,10400 152ND ST     
Theft from Motor Vehicle,8,2014,3600 KING GEORGE BLVD    
Fatal/Injury Collision,8,2014,8000 120TH ST     
Shoplifting,8,2014,10300 152ND ST     
Theft of Motor Vehicle,8,2014,15400 FRASER HWY     
Shoplifting,8,2014,14600 104TH AVE     
Theft of Motor Vehicle,8,2014,14800 108A AVE     
Break and Enter - Residence,8,2014,14900 20TH AVE     
Shoplifting,8,2014,10100 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,12500 110TH AVE     
Theft of Motor Vehicle,8,2014,12800 96TH AVE     
Shoplifting,8,2014,18700 FRASER HWY     
Theft from Motor Vehicle,8,2014,1700 152ND ST     
Shoplifting,8,2014,17600 64TH AVE     
Shoplifting,8,2014,12800 96TH AVE     
Theft from Motor Vehicle,8,2014,13000 95TH AVE     
Break and Enter - Residence,8,2014,16200 SOUTHGLEN PL     
Theft from Motor Vehicle,8,2014,16200 SOUTHGLEN PL     
Break and Enter - Residence,8,2014,19400 32ND AVE     
Theft from Motor Vehicle,8,2014,13000 103A AVE     
Theft from Motor Vehicle,8,2014,16600 102ND AVE     
Shoplifting,8,2014,19500 FRASER HWY     
Theft of Motor Vehicle,8,2014,13200 COULTHARD RD     
Break and Enter - Residence,8,2014,14300 82ND AVE     
Shoplifting,8,2014,10300 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,6200 148TH ST     
Shoplifting,8,2014,18700 FRASER HWY     
Theft from Motor Vehicle,8,2014,6400 122ND ST     
Theft of Motor Vehicle,8,2014,7200 189TH ST     
Theft from Motor Vehicle,8,2014,15000 95A AVE     
Theft from Motor Vehicle,8,2014,10300 152ND ST     
Theft from Motor Vehicle,8,2014,3600 KING GEORGE BLVD    
Shoplifting,8,2014,7400 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,6700 138TH ST     
Break and Enter - Residence,8,2014,9700 155A ST     
Theft of Motor Vehicle,8,2014,10400 154TH ST     
Theft from Motor Vehicle,8,2014,9900 130TH ST     
Fatal/Injury Collision,8,2014,12900 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,7500 152ND ST     
Fatal/Injury Collision,8,2014,7000 136B ST     
Fatal/Injury Collision,8,2014,7000 136B ST     
Theft of Motor Vehicle,8,2014,16500 FRASER HWY     
Theft of Motor Vehicle,8,2014,14500 76A AVE     
Shoplifting,8,2014,10100 KING GEORGE BLVD    
Shoplifting,8,2014,3000 152ND ST     
Theft from Motor Vehicle,8,2014,15300 101A AVE     
Break and Enter - Residence,8,2014,5600 128A ST     
Theft of Motor Vehicle,8,2014,12700 DRUMMOND PL     
Theft of Motor Vehicle,8,2014,3600 KING GEORGE BLVD    
Shoplifting,8,2014,10300 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,6300 135A ST     
Fatal/Injury Collision,8,2014,7700 140TH ST     
Theft from Motor Vehicle,8,2014,17900 20TH AVE     
Shoplifting,8,2014,8900 152ND ST     
Shoplifting,8,2014,17700 64TH AVE     
Shoplifting,8,2014,10300 152ND ST     
Shoplifting,8,2014,12800 96TH AVE     
Break and Enter - Residence,8,2014,13300 112TH AVE     
Theft from Motor Vehicle,8,2014,4800 131A ST     
Theft from Motor Vehicle,8,2014,12000 80TH AVE     
Theft from Motor Vehicle,8,2014,14800 56B AVE     
Theft from Motor Vehicle,8,2014,12600 94TH AVE     
Theft of Motor Vehicle,8,2014,7500 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,10200 125A ST     
Break and Enter - Residence,8,2014,6500 195A ST     
Theft from Motor Vehicle,8,2014,10500 144TH ST     
Theft from Motor Vehicle,8,2014,12800 98A AVE     
Break and Enter - Residence,8,2014,13800 17A AVE     
Theft from Motor Vehicle,8,2014,9600 128TH ST     
Theft from Motor Vehicle,8,2014,8600 147TH ST     
Theft from Motor Vehicle,8,2014,17000 86A AVE     
Theft from Motor Vehicle,8,2014,2200 148TH ST     
Theft of Motor Vehicle,8,2014,7100 189TH ST     
Fatal/Injury Collision,8,2014,13400 72ND AVE     
Theft from Motor Vehicle,8,2014,10200 KING GEORGE BLVD    
Fatal/Injury Collision,8,2014,5900 165A ST     
Theft from Motor Vehicle,8,2014,9900 140TH ST     
Theft from Motor Vehicle,8,2014,5600 SUNDALE PL     
Break and Enter - Residence,8,2014,13900 108TH AVE     
Theft from Motor Vehicle,8,2014,13600 104TH AVE     
Theft from Motor Vehicle,8,2014,15900 84TH AVE     
Theft from Motor Vehicle,8,2014,4400 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,13300 102A AVE     
Theft from Motor Vehicle,8,2014,14500 74A AVE     
Theft from Motor Vehicle,8,2014,15100 73B AVE     
Theft from Motor Vehicle,8,2014,10500 150TH ST     
Theft from Motor Vehicle,8,2014,17400 2ND AVE     
Shoplifting,8,2014,1000 GUILDFORD TOWN CTR    
Shoplifting,8,2014,10100 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,14100 BEAR CREEK DR    
Fatal/Injury Collision,8,2014,12500 110TH AVE     
Shoplifting,8,2014,7100 138TH ST     
Theft from Motor Vehicle,8,2014,6600 140TH ST     
Theft of Motor Vehicle,8,2014,7000 140A ST     
Theft from Motor Vehicle,8,2014,7500 148TH ST     
Break and Enter - Residence,8,2014,13700 101ST AVE     
Break and Enter - Residence,8,2014,5400 128TH ST     
Break and Enter - Residence,8,2014,10500 UNIVERSITY DR     
Break and Enter - Residence,8,2014,10700 UNIVERSITY DR     
Theft from Motor Vehicle,8,2014,12900 73RD AVE     
Break and Enter - Residence,8,2014,6800 130TH ST     
Theft from Motor Vehicle,8,2014,13800 68TH AVE     
Theft from Motor Vehicle,8,2014,10400 154TH ST     
Theft from Motor Vehicle,8,2014,12700 110TH AVE     
Theft from Motor Vehicle,8,2014,15900 40TH AVE     
Theft of Motor Vehicle,8,2014,15900 101A AVE     
Break and Enter - Residence,8,2014,6400 194TH ST     
Theft from Motor Vehicle,8,2014,13300 OLD YALE RD    
Theft from Motor Vehicle,8,2014,8400 141A ST     
Theft of Motor Vehicle,8,2014,7500 KING GEORGE BLVD    
Shoplifting,8,2014,10300 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,16900 24TH AVE     
Break and Enter - Residence,8,2014,13800 FRASER HWY     
Break and Enter - Residence,8,2014,14000 92ND AVE     
Break and Enter - Residence,8,2014,9500 PRINCE CHARLES BLVD    
Theft from Motor Vehicle,8,2014,6700 130TH ST     
Shoplifting,8,2014,10300 KING GEORGE BLVD    
Fatal/Injury Collision,8,2014,14800 104TH AVE     
Break and Enter - Residence,8,2014,17200 64TH AVE     
Theft from Motor Vehicle,8,2014,12800 80TH AVE     
Shoplifting,8,2014,10100 KING GEORGE BLVD    
Fatal/Injury Collision,8,2014,19300 54TH AVE     
Fatal/Injury Collision,8,2014,7000 149TH ST     
Theft of Motor Vehicle,8,2014,7700 146A ST     
Theft of Motor Vehicle,8,2014,9000 150TH ST     
Break and Enter - Business,8,2014,17400 56TH AVE     
Break and Enter - Residence,8,2014,16700 28TH AVE     
Shoplifting,8,2014,7300 KING GEORGE BLVD    
Theft of Motor Vehicle,8,2014,15300 24TH AVE     
Break and Enter - Residence,8,2014,13800 70TH AVE     
Break and Enter - Residence,8,2014,6900 129A ST     
Break and Enter - Residence,8,2014,11100 136TH ST     
Theft from Motor Vehicle,8,2014,12400 88TH AVE     
Break and Enter - Residence,8,2014,14500 60A AVE     
Break and Enter - Residence,8,2014,10000 155TH ST     
Shoplifting,8,2014,12800 96TH AVE     
Theft of Motor Vehicle,8,2014,11200 123RD ST     
Theft of Motor Vehicle,8,2014,15200 99TH AVE     
Break and Enter - Residence,8,2014,7400 147A ST     
Shoplifting,8,2014,10300 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,6200 142ND ST     
Theft from Motor Vehicle,8,2014,16000 85TH AVE     
Theft from Motor Vehicle,8,2014,7700 152ND ST     
Break and Enter - Residence,8,2014,9600 137A ST     
Break and Enter - Residence,8,2014,5700 136TH ST     
Break and Enter - Residence,8,2014,10900 SCOTT RD     
Shoplifting,8,2014,7500 KING GEORGE BLVD    
Fatal/Injury Collision,8,2014,7100 148B ST     
Theft from Motor Vehicle,8,2014,7300 120TH ST     
Break and Enter - Residence,8,2014,5700 KETTLE CRES W    
Theft from Motor Vehicle,8,2014,14900 25A AVE     
Fatal/Injury Collision,8,2014,13500 96TH AVE     
Theft from Motor Vehicle,8,2014,9800 168TH ST     
Theft from Motor Vehicle,8,2014,10300 152ND ST     
Break and Enter - Residence,8,2014,8300 152ND ST     
Theft from Motor Vehicle,8,2014,9700 187TH ST     
Theft of Motor Vehicle,8,2014,12000 NEW MCLELLAN RD    
Break and Enter - Residence,8,2014,7500 138TH ST     
Theft of Motor Vehicle,8,2014,14000 60TH AVE     
Break and Enter - Residence,8,2014,8200 168TH ST     
Theft from Motor Vehicle,8,2014,10200 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,4800 131A ST     
Shoplifting,8,2014,10100 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,13700 58A AVE     
Theft of Motor Vehicle,8,2014,16500 FRASER HWY     
Theft of Motor Vehicle,8,2014,16500 FRASER HWY     
Break and Enter - Residence,8,2014,6100 134A ST     
Break and Enter - Residence,8,2014,14600 88TH AVE     
Fatal/Injury Collision,8,2014,4300 KING GEORGE BLVD    
Shoplifting,8,2014,7500 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,15200 GUILDFORD DR     
Theft of Motor Vehicle,8,2014,12500 110TH AVE     
Shoplifting,8,2014,2100 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,16300 91A AVE     
Shoplifting,8,2014,14600 104TH AVE     
Theft of Motor Vehicle,8,2014,15800 SUFFOLK RD     
Break and Enter - Residence,8,2014,14300 26TH AVE     
Theft of Motor Vehicle,8,2014,8400 VENTURE WAY     
Break and Enter - Residence,8,2014,9300 160A ST     
Fatal/Injury Collision,8,2014,6400 129A ST     
Fatal/Injury Collision,8,2014,6400 129A ST     
Fatal/Injury Collision,8,2014,15800 95TH AVE     
Theft of Motor Vehicle,8,2014,7100 130TH ST     
Fatal/Injury Collision,8,2014,14600 83RD AVE     
Fatal/Injury Collision,8,2014,6200 129TH ST     
Theft from Motor Vehicle,8,2014,10100 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,14800 71A AVE     
Break and Enter - Residence,8,2014,6100 188TH ST     
Theft from Motor Vehicle,8,2014,12400 88TH AVE     
Theft of Motor Vehicle,8,2014,5900 184TH ST     
Fatal/Injury Collision,8,2014,14400 108TH AVE     
Break and Enter - Residence,8,2014,10400 154TH ST     
Break and Enter - Residence,8,2014,13200 62ND AVE     
Theft from Motor Vehicle,8,2014,10500 150TH ST     
Theft of Motor Vehicle,8,2014,12500 110TH AVE     
Theft from Motor Vehicle,8,2014,14100 101ST AVE     
Theft of Motor Vehicle,8,2014,9600 160TH ST     
Break and Enter - Residence,8,2014,10200 167A ST     
Theft from Motor Vehicle,8,2014,13800 101ST AVE     
Fatal/Injury Collision,8,2014,14200 100TH AVE     
Break and Enter - Residence,8,2014,16700 86TH AVE     
Theft of Motor Vehicle,8,2014,5600 176TH ST     
Break and Enter - Residence,8,2014,7500 HURDLE CRES     
Theft from Motor Vehicle,8,2014,9800 KING GEORGE BLVD    
Theft of Motor Vehicle,8,2014,10200 KING GEORGE BLVD    
Break and Enter - Business,8,2014,7300 137TH ST     
Break and Enter - Business,8,2014,6900 128TH ST     
Shoplifting,8,2014,7100 138TH ST     
Break and Enter - Residence,8,2014,8000 KING GEORGE BLVD    
Shoplifting,8,2014,14600 104TH AVE     
Break and Enter - Business,8,2014,6300 120TH ST     
Break and Enter - Residence,8,2014,12700 72ND AVE     
Break and Enter - Business,8,2014,14800 FRASER HWY     
Theft of Motor Vehicle,8,2014,10400 152ND ST     
Theft from Motor Vehicle,8,2014,14500 76TH AVE     
Break and Enter - Business,8,2014,7500 135TH ST     
Break and Enter - Business,8,2014,12000 72ND AVE     
Break and Enter - Residence,8,2014,8200 151A ST     
Theft from Motor Vehicle,8,2014,9800 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,6700 137TH ST     
Theft from Motor Vehicle,8,2014,13200 70B AVE     
Theft from Motor Vehicle,8,2014,8100 128TH ST     
Break and Enter - Residence,8,2014,7100 138TH ST     
Break and Enter - Business,8,2014,12900 16TH AVE     
Fatal/Injury Collision,8,2014,7500 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,8300 152ND ST     
Break and Enter - Residence,8,2014,2800 152ND ST     
Break and Enter - Residence,8,2014,8700 160TH ST     
Theft of Motor Vehicle,8,2014,10200 142A ST     
Shoplifting,8,2014,15100 96TH AVE     
Theft of Motor Vehicle,8,2014,19500 73RD AVE     
Break and Enter - Residence,8,2014,15300 SEQUOIA DR     
Break and Enter - Residence,8,2014,15000 SPENSER DR     
Fatal/Injury Collision,8,2014,10000 SCOTT RD     
Theft of Motor Vehicle,8,2014,10100 WHALLEY BLVD     
Theft from Motor Vehicle,8,2014,13000 76TH AVE     
Break and Enter - Residence,8,2014,6700 138TH ST     
Break and Enter - Residence,8,2014,14000 64TH AVE     
Break and Enter - Business,8,2014,19000 54TH AVE     
Break and Enter - Business,8,2014,10400 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,13000 76TH AVE     
Theft of Motor Vehicle,8,2014,15000 101ST AVE     
Break and Enter - Business,8,2014,7600 132ND ST     
Theft from Motor Vehicle,8,2014,9200 121ST ST     
Theft from Motor Vehicle,8,2014,14900 101A AVE     
Theft from Motor Vehicle,8,2014,12500 82ND AVE     
Theft from Motor Vehicle,8,2014,7100 133RD ST     
Break and Enter - Residence,8,2014,11200 135A ST     
Break and Enter - Business,8,2014,13500 77TH AVE     
Theft from Motor Vehicle,8,2014,9900 149TH ST     
Theft from Motor Vehicle,8,2014,15800 100TH AVE     
Theft from Motor Vehicle,8,2014,15400 85A AVE     
Break and Enter - Residence,8,2014,2500 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,10200 SEMIAHMOO RD     
Fatal/Injury Collision,8,2014,15500 FRASER HWY     
Theft from Motor Vehicle,8,2014,10200 170A ST     
Fatal/Injury Collision,8,2014,3000 188TH ST     
Shoplifting,8,2014,18600 FRASER HWY     
Break and Enter - Residence,8,2014,9600 148TH ST     
Break and Enter - Business,8,2014,2600 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,5600 176A ST     
Fatal/Injury Collision,8,2014,10300 SCOTT RD     
Break and Enter - Business,8,2014,7300 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,9400 126A ST     
Theft of Motor Vehicle,8,2014,12300 104TH AVE     
Theft of Motor Vehicle,8,2014,19100 70TH AVE     
Theft from Motor Vehicle,8,2014,11700 96TH AVE     
Theft from Motor Vehicle,8,2014,11800 RIVER RD     
Theft from Motor Vehicle,8,2014,7000 120TH ST     
Theft from Motor Vehicle,8,2014,12000 NORDEL WAY     
Theft from Motor Vehicle,8,2014,8400 123RD ST     
Fatal/Injury Collision,8,2014,5400 123RD ST     
Theft from Motor Vehicle,8,2014,12300 INDUSTRIAL RD     
Theft from Motor Vehicle,8,2014,12400 OLD YALE RD    
Theft from Motor Vehicle,8,2014,1900 OCEAN WIND DR    
Theft from Motor Vehicle,8,2014,12500 82ND AVE     
Fatal/Injury Collision,8,2014,12500 76TH AVE     
Theft of Motor Vehicle,8,2014,2600 127A ST     
Theft from Motor Vehicle,8,2014,9400 128TH ST     
Theft from Motor Vehicle,8,2014,7300 128TH ST     
Fatal/Injury Collision,8,2014,10100 128TH ST     
Theft from Motor Vehicle,8,2014,12900 58A AVE     
Theft from Motor Vehicle,8,2014,10000 129A ST     
Theft from Motor Vehicle,8,2014,13000 LANARK PL     
Theft from Motor Vehicle,8,2014,8200 132ND ST     
Theft from Motor Vehicle,8,2014,8200 132ND ST     
Theft from Motor Vehicle,8,2014,8100 132ND ST     
Theft from Motor Vehicle,8,2014,13300 102A AVE     
Theft from Motor Vehicle,8,2014,13300 108TH AVE     
Theft from Motor Vehicle,8,2014,9600 134TH ST     
Theft from Motor Vehicle,8,2014,13400 92A AVE     
Theft of Motor Vehicle,8,2014,13400 80TH AVE     
Theft of Motor Vehicle,8,2014,13400 112TH AVE     
Fatal/Injury Collision,8,2014,13500 72ND AVE     
Fatal/Injury Collision,8,2014,10300 CITY PKWY     
Shoplifting,8,2014,10100 KING GEORGE BLVD    
Shoplifting,8,2014,10100 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,10300 KING GEORGE BLVD    
Break and Enter - Residence,8,2014,8100 KING GEORGE BLVD    
Theft from Motor Vehicle,8,2014,8100 KING GEORGE BLVD    
Shoplifting,8,2014,6900 KING GEORGE BLVD    
Shoplifting,8,2014,6900 KING GEORGE BLVD    
Theft of Motor Vehicle,8,2014,10900 136TH ST     
Shoplifting,8,2014,10400 KING GEORGE BLVD    
